ra,ano,idade,ano_ingresso,inde,cg,cf,ct,iaa,ieg,ips,ipp,ida,mat,por,ing,ipv,ian,defasagem,evadiu,delta_defasagem,event_timestamp,fase_num,fase_ideal_num,pedra_num,tipo_inst_num,genero_masculino,pv_Sim
RA-349,2022,12,2021,5.658,770.0,143.0,13.0,9.5,7.7,7.5,0.336,3.7,2.2,5.2,3.7,3.944,5.0,-1.0,1.0,,2022-12-31,2,3,1,2,1,0
RA-350,2022,11,2022,8.206,84.0,10.0,2.0,10.0,8.8,7.5,7.849,6.5,7.0,6.0,6.5,8.611,10.0,0.0,0.0,,2022-12-31,2,2,4,2,0,1
RA-351,2022,14,2022,6.622,618.0,107.0,7.0,9.0,7.2,7.5,6.709,4.0,3.2,4.8,4.0,8.111,5.0,-2.0,1.0,,2022-12-31,2,4,2,2,1,0
RA-352,2022,11,2019,7.834,191.0,31.0,4.0,9.0,8.1,5.6,9.551,7.0,7.3,6.7,7.0,8.389,10.0,0.0,0.0,,2022-12-31,2,2,3,2,1,1
RA-353,2022,11,2022,8.264,68.0,7.0,1.0,7.0,10.0,7.5,7.196,7.5,8.0,7.0,7.5,8.444,10.0,0.0,0.0,,2022-12-31,2,2,4,2,0,1
RA-354,2022,13,2018,5.858,742.0,136.0,9.0,8.5,4.3,7.5,5.147,4.5,2.8,6.2,4.5,7.333,5.0,-1.0,1.0,,2022-12-31,2,3,1,2,0,0
RA-355,2022,12,2018,5.379,796.0,151.0,11.0,5.8,5.0,7.5,2.934,4.5,5.5,3.5,4.5,6.056,5.0,-1.0,1.0,,2022-12-31,2,3,1,2,0,0
RA-356,2022,12,2019,6.69,591.0,97.0,6.0,10.0,8.4,5.0,7.622,4.6,5.3,3.8,4.7,8.278,5.0,-1.0,0.0,,2022-12-31,2,3,2,2,1,0
RA-357,2022,12,2022,7.836,189.0,30.0,3.0,8.0,9.6,7.5,6.382,8.5,10.0,7.0,8.5,7.778,5.0,-1.0,0.0,,2022-12-31,2,3,3,2,1,0
RA-358,2022,13,2022,5.412,795.0,150.0,10.0,7.5,6.5,7.5,6.064,0.0,0.0,0.0,0.0,7.556,5.0,-1.0,1.0,,2022-12-31,2,3,1,2,1,0
RA-359,2022,12,2019,6.606,624.0,108.0,8.0,9.0,7.0,7.5,6.36,4.6,3.3,5.8,4.7,7.5,5.0,-1.0,0.0,,2022-12-31,2,3,2,2,0,0
RA-360,2022,12,2019,7.075,463.0,70.0,5.0,9.5,8.5,7.5,6.35,5.2,4.7,5.7,5.2,7.5,5.0,-1.0,0.0,,2022-12-31,2,3,3,2,0,0
RA-361,2022,13,2022,6.731,575.0,93.0,16.0,7.9,9.2,6.3,6.632,5.0,4.0,6.0,5.0,6.778,5.0,-1.0,1.0,,2022-12-31,2,3,2,2,0,0
RA-362,2022,12,2018,7.413,350.0,51.0,7.0,8.5,7.9,7.5,6.53,7.9,6.5,9.3,7.9,7.5,5.0,-1.0,0.0,,2022-12-31,2,3,3,2,0,0
RA-363,2022,12,2022,6.644,610.0,104.0,17.0,10.0,10.0,6.9,6.584,2.0,1.0,3.0,2.0,7.056,5.0,-1.0,0.0,,2022-12-31,2,3,2,2,1,0
RA-364,2022,11,2019,8.75,12.0,1.0,1.0,9.5,10.0,7.5,7.233,8.8,9.5,8.0,8.9,8.167,10.0,0.0,0.0,,2022-12-31,2,2,4,2,1,0
RA-365,2022,10,2022,8.063,128.0,17.0,3.0,8.0,10.0,5.0,9.197,7.8,6.0,9.5,7.9,7.833,10.0,0.0,0.0,,2022-12-31,2,2,4,2,0,0
RA-366,2022,12,2022,7.181,436.0,67.0,9.0,9.5,9.4,7.5,5.677,5.5,6.0,5.0,5.5,6.833,5.0,-1.0,1.0,,2022-12-31,2,3,3,2,1,0
RA-367,2022,12,2018,6.95,506.0,76.0,14.0,8.5,7.4,6.3,7.7,6.7,5.2,8.2,6.7,7.5,5.0,-1.0,0.0,,2022-12-31,2,3,2,2,0,0
RA-368,2022,13,2018,6.969,497.0,74.0,12.0,8.0,7.9,5.0,8.79,7.3,5.5,9.0,7.4,7.5,5.0,-1.0,0.0,,2022-12-31,2,3,2,0,1,0
RA-369,2022,11,2022,6.973,496.0,73.0,11.0,9.0,6.9,7.5,5.441,4.8,4.0,5.5,4.9,6.889,10.0,0.0,0.0,,2022-12-31,2,2,2,2,1,0
RA-370,2022,12,2018,7.066,465.0,71.0,10.0,8.5,8.2,5.0,8.749,7.2,5.2,9.2,7.2,7.611,5.0,-1.0,1.0,,2022-12-31,2,3,3,0,0,0
RA-371,2022,10,2022,8.112,111.0,16.0,2.0,9.5,8.0,6.9,7.353,8.4,7.8,9.0,8.4,7.667,10.0,0.0,1.0,,2022-12-31,2,2,4,2,0,0
RA-372,2022,10,2021,7.304,389.0,57.0,8.0,8.5,5.5,6.9,6.751,7.8,8.3,7.2,7.9,7.389,10.0,0.0,1.0,,2022-12-31,2,2,3,2,1,0
RA-373,2022,11,2022,7.503,308.0,46.0,6.0,6.4,9.5,5.0,8.086,7.3,6.5,8.0,7.4,6.944,10.0,0.0,0.0,,2022-12-31,2,2,3,2,1,0
RA-374,2022,12,2021,7.747,217.0,34.0,5.0,9.0,9.8,7.5,7.126,6.9,5.3,8.5,6.9,7.944,5.0,-1.0,0.0,,2022-12-31,2,3,3,2,0,0
RA-375,2022,11,2019,7.831,193.0,32.0,4.0,9.0,9.5,7.5,6.843,5.4,3.3,7.5,5.4,7.667,10.0,0.0,0.0,,2022-12-31,2,2,3,2,1,0
RA-376,2022,12,2019,6.957,500.0,75.0,13.0,9.0,9.0,7.5,6.47,4.3,2.0,6.7,4.2,7.5,5.0,-1.0,0.0,,2022-12-31,2,3,2,2,0,0
RA-377,2022,12,2021,6.743,571.0,92.0,15.0,9.0,7.7,5.6,7.597,6.2,4.3,8.0,6.3,6.833,5.0,-1.0,0.0,,2022-12-31,2,3,2,2,0,0
RA-378,2022,12,2021,7.203,428.0,62.0,3.0,9.0,6.8,5.6,9.141,8.1,8.7,7.5,8.1,7.889,5.0,-1.0,1.0,,2022-12-31,2,3,3,2,1,0
RA-379,2022,13,2022,6.722,581.0,95.0,7.0,8.5,8.1,7.5,5.742,5.0,5.0,5.0,5.0,6.778,5.0,-1.0,1.0,,2022-12-31,2,3,2,2,0,0
RA-380,2022,13,2017,4.556,842.0,154.0,13.0,7.9,4.4,5.0,4.027,2.5,2.3,2.7,2.5,4.833,5.0,-1.0,0.0,,2022-12-31,2,3,1,2,1,0
RA-381,2022,13,2018,6.454,649.0,114.0,9.0,9.0,8.3,6.9,6.596,3.3,1.5,5.2,3.2,6.944,5.0,-1.0,0.0,,2022-12-31,2,3,2,2,1,0
RA-382,2022,14,2017,6.777,561.0,88.0,5.0,9.0,7.7,6.3,7.637,5.4,4.0,6.8,5.4,7.333,5.0,-2.0,0.0,,2022-12-31,2,4,2,2,1,0
